recommendation_id,exception_id,agent_name,confidence_score,recommended_action,draft_subject,draft_message,approval_status,created_on
AR00001738,EX00001738,PO_OVERDUE_AGENT,0.94,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000420,"Hello, please provide an update for PO 4500000420 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001739,EX00001739,PO_OVERDUE_AGENT,0.96,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000420,"Hello, please provide an update for PO 4500000420 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001740,EX00001740,PO_OVERDUE_AGENT,0.69,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000420,"Hello, please provide an update for PO 4500000420 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001741,EX00001741,PO_OVERDUE_AGENT,0.9,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000420,"Hello, please provide an update for PO 4500000420 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001742,EX00001742,SUPPLIER_ACK_AGENT,0.86,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000422,"Hello, please provide an update for PO 4500000422 item 00040. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001743,EX00001743,PO_OVERDUE_AGENT,0.79,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000422,"Hello, please provide an update for PO 4500000422 item 00040. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001744,EX00001744,PO_OVERDUE_AGENT,0.75,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000424,"Hello, please provide an update for PO 4500000424 item 00010. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001745,EX00001745,PO_OVERDUE_AGENT,0.86,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000425,"Hello, please provide an update for PO 4500000425 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001746,EX00001746,PO_OVERDUE_AGENT,0.86,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000425,"Hello, please provide an update for PO 4500000425 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001747,EX00001747,PO_OVERDUE_AGENT,0.77,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000425,"Hello, please provide an update for PO 4500000425 item 00030. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001748,EX00001748,PO_OVERDUE_AGENT,0.78,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000425,"Hello, please provide an update for PO 4500000425 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001749,EX00001749,SUPPLIER_ACK_AGENT,0.7,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000425,"Hello, please provide an update for PO 4500000425 item 00050. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001750,EX00001750,SUPPLIER_ACK_AGENT,0.84,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000425,"Hello, please provide an update for PO 4500000425 item 00050. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001751,EX00001751,SUPPLIER_ACK_AGENT,0.78,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000425,"Hello, please provide an update for PO 4500000425 item 00050. Send acknowledgement reminder and escalate if no response in 24 hours.",APPROVED,2026-05-28
AR00001752,EX00001752,PO_OVERDUE_AGENT,0.71,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000425,"Hello, please provide an update for PO 4500000425 item 00060. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001753,EX00001753,PO_OVERDUE_AGENT,0.7,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000426,"Hello, please provide an update for PO 4500000426 item 00010. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001754,EX00001754,PO_OVERDUE_AGENT,0.71,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000426,"Hello, please provide an update for PO 4500000426 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001755,EX00001755,PO_OVERDUE_AGENT,0.84,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000426,"Hello, please provide an update for PO 4500000426 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001756,EX00001756,SUPPLIER_ACK_AGENT,0.87,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000426,"Hello, please provide an update for PO 4500000426 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001757,EX00001757,PO_OVERDUE_AGENT,0.86,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000427,"Hello, please provide an update for PO 4500000427 item 00010. Send expedite request and ask for revised commit date.",REJECTED,2026-05-28
AR00001758,EX00001758,SUPPLIER_ACK_AGENT,0.77,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000427,"Hello, please provide an update for PO 4500000427 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001759,EX00001759,SUPPLIER_ACK_AGENT,0.88,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000427,"Hello, please provide an update for PO 4500000427 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",REJECTED,2026-05-28
AR00001760,EX00001760,SUPPLIER_ACK_AGENT,0.76,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000427,"Hello, please provide an update for PO 4500000427 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001761,EX00001761,SUPPLIER_ACK_AGENT,0.95,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000428,"Hello, please provide an update for PO 4500000428 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",APPROVED,2026-05-28
AR00001762,EX00001762,SUPPLIER_ACK_AGENT,0.81,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000428,"Hello, please provide an update for PO 4500000428 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001763,EX00001763,SUPPLIER_ACK_AGENT,0.85,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000428,"Hello, please provide an update for PO 4500000428 item 00040. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001764,EX00001764,PO_OVERDUE_AGENT,0.77,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000428,"Hello, please provide an update for PO 4500000428 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001765,EX00001765,PO_OVERDUE_AGENT,0.77,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000428,"Hello, please provide an update for PO 4500000428 item 00050. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001766,EX00001766,PO_OVERDUE_AGENT,0.8,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000428,"Hello, please provide an update for PO 4500000428 item 00070. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001767,EX00001767,PO_OVERDUE_AGENT,0.81,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000429,"Hello, please provide an update for PO 4500000429 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001768,EX00001768,PO_OVERDUE_AGENT,0.79,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000429,"Hello, please provide an update for PO 4500000429 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001769,EX00001769,PO_OVERDUE_AGENT,0.96,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000429,"Hello, please provide an update for PO 4500000429 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001770,EX00001770,PO_OVERDUE_AGENT,0.92,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000429,"Hello, please provide an update for PO 4500000429 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001771,EX00001771,SUPPLIER_ACK_AGENT,0.89,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000430,"Hello, please provide an update for PO 4500000430 item 00010. Request split shipment or alternate source review.",APPROVED,2026-05-28
AR00001772,EX00001772,SUPPLIER_ACK_AGENT,0.88,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000430,"Hello, please provide an update for PO 4500000430 item 00010. Request split shipment or alternate source review.",REJECTED,2026-05-28
AR00001773,EX00001773,SUPPLIER_ACK_AGENT,0.87,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000430,"Hello, please provide an update for PO 4500000430 item 00010. Request split shipment or alternate source review.",SENT,2026-05-28
AR00001774,EX00001774,PO_OVERDUE_AGENT,0.76,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000431,"Hello, please provide an update for PO 4500000431 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001775,EX00001775,PO_OVERDUE_AGENT,0.95,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000431,"Hello, please provide an update for PO 4500000431 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001776,EX00001776,PO_OVERDUE_AGENT,0.83,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000431,"Hello, please provide an update for PO 4500000431 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001777,EX00001777,PO_OVERDUE_AGENT,0.83,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000431,"Hello, please provide an update for PO 4500000431 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001778,EX00001778,PO_OVERDUE_AGENT,0.97,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000432,"Hello, please provide an update for PO 4500000432 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001779,EX00001779,PO_OVERDUE_AGENT,0.7,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000432,"Hello, please provide an update for PO 4500000432 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001780,EX00001780,PO_OVERDUE_AGENT,0.83,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000432,"Hello, please provide an update for PO 4500000432 item 00020. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001781,EX00001781,PO_OVERDUE_AGENT,0.86,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000432,"Hello, please provide an update for PO 4500000432 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001782,EX00001782,PO_OVERDUE_AGENT,0.81,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000432,"Hello, please provide an update for PO 4500000432 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001783,EX00001783,PO_OVERDUE_AGENT,0.87,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000432,"Hello, please provide an update for PO 4500000432 item 00030. Send expedite request and ask for revised commit date.",SENT,2026-05-28
